ts_year,model,te_true,te_hat,error
1900,dml,63.139223988901406,87.22956239934267,24.090338410441262
1901,dml,40.9253654347249,48.36676522688581,7.441399792160908
1902,dml,43.42158742166789,46.12588926812016,2.7043018464522746
1903,dml,29.392993273376966,15.915289362526392,-13.477703910850574
1904,dml,32.608406022628735,31.515054790654457,-1.0933512319742782
1905,dml,45.80608189065222,59.51757054979821,13.711488659145985
1906,dml,31.487064491835735,34.14853543653344,2.661470944697708
1907,dml,39.88244777055918,45.259811323288936,5.377363552729754
1908,dml,35.75811294408311,43.56151392047787,7.803400976394762
1909,dml,26.974761593284903,25.884428332558706,-1.0903332607261973
1910,dml,27.182317073221814,26.36786365219873,-0.8144534210230852
1911,dml,25.176798830232357,20.891509435052964,-4.285289395179394
1912,dml,25.9381407430944,32.814691585435384,6.876550842340983
1913,dml,36.826876789857565,46.99848142927915,10.171604639421588
1914,dml,33.281565872378216,34.60830195911146,1.3267360867332414
1915,dml,22.156711592457853,14.426725467686259,-7.729986124771594
1916,dml,9.556139998994796,1.9525717731494636,-7.603568225845333
1917,dml,30.50840540861054,34.02540196244658,3.516996553836041
1918,dml,32.01377481620522,36.536940850526335,4.523166034321115
1919,dml,11.12971376784551,11.541487914993347,0.41177414714783644
1920,dml,8.780866470380488,6.052663048175702,-2.7282034222047855
1921,dml,37.05546535412361,43.97802798199045,6.922562627866839
1922,dml,10.043949885356547,2.805092849865241,-7.238857035491305
1923,dml,14.998182119899441,15.460432754918248,0.4622506350188065
1924,dml,25.362148452574584,28.35146249809142,2.989314045516835
1925,dml,13.085109577490663,10.628346794133533,-2.4567627833571297
1926,dml,12.404814811783325,-1.4781043108325336,-13.882919122615858
1927,dml,25.659569527954705,30.176964012918553,4.517394484963848
1928,dml,16.171542092366238,8.955971492990537,-7.215570599375701
1929,dml,20.75993390965314,22.920907038126458,2.1609731284733193
1930,dml,17.554355837280013,22.901893515641248,5.347537678361235
1931,dml,9.987298397609992,-4.1987881624831696,-14.186086560093162
1932,dml,8.629513141763395,4.125532267396409,-4.503980874366986
1933,dml,14.296215086628411,19.3079882519081,5.011773165279688
1934,dml,9.033582164745702,6.239836392151111,-2.7937457725945913
1935,dml,15.89617999432961,14.859581124411276,-1.0365988699183344
1936,dml,7.980411995784038,10.030768125042288,2.05035612925825
1937,dml,3.083888222669269,-1.4428897050290497,-4.526777927698319
1938,dml,-3.1823333008918966,-10.76031863145039,-7.577985330558494
1939,dml,-4.7417233497066595,-24.537977091026054,-19.796253741319394
1940,dml,11.552728059829027,6.8702828322095595,-4.682445227619468
1941,dml,8.000685982790559,5.499409107130915,-2.501276875659644
1942,dml,4.590246957565665,-1.6845053418108562,-6.274752299376521
1943,dml,8.576070100185454,3.839827074249863,-4.736243025935591
1944,dml,-8.249384597451817,-15.8513493858186,-7.601964788366782
1945,dml,6.0005574263563,5.620167659447513,-0.38038976690878723
1946,dml,11.635254516909974,12.393252646175709,0.7579981292657347
1947,dml,-5.3748480403277386,-13.884620293998813,-8.509772253671073
1948,dml,5.637147888454117,-3.6078860700541457,-9.245033958508262
1949,dml,9.897765578950558,12.625819422902243,2.7280538439516846
1950,dml,4.072329663807092,-0.24889568704690326,-4.321225350853995
1951,dml,1.0226555710031107,-1.2965421226139906,-2.3191976936171015
1952,dml,7.906883569692703,5.6047655801779035,-2.3021179895148
1953,dml,-0.7649013240121382,-7.34603776677234,-6.581136442760202
1954,dml,-4.098497700865528,-15.877448067505815,-11.778950366640288
1955,dml,9.764227474779117,11.904843720367039,2.140616245587921
1956,dml,3.922901397721699,-3.184732187507358,-7.107633585229057
1957,dml,14.345300099455574,11.571240493321831,-2.7740596061337435
1958,dml,2.2735398652554553,-7.197126018553041,-9.470665883808497
1959,dml,14.768269301151877,9.36635384958118,-5.401915451570696
1960,dml,0.22841886840693898,-8.73123466287832,-8.959653531285259
1961,dml,7.903349644359051,-5.28489325559815,-13.188242899957201
1962,dml,6.32984030896643,-3.3791616496943457,-9.709001958660776
1963,dml,14.916250729874493,7.058112063040107,-7.858138666834386
1964,dml,13.37031413652599,5.999803697069276,-7.370510439456713
1965,dml,14.597613961372188,4.272722878156052,-10.324891083216137
1966,dml,2.038233633792734,-6.181903532597802,-8.220137166390536
1967,dml,5.616515828652852,-2.0641759513807365,-7.680691780033588
1968,dml,5.36630612201233,-1.600100390034916,-6.966406512047246
1969,dml,8.412981829544366,0.573432444751521,-7.839549384792845
1970,dml,2.1264182245913963,-7.990890817567566,-10.117309042158961
1971,dml,4.124793524595612,-11.720148794707432,-15.844942319303044
1972,dml,13.542439274823666,15.291059038431394,1.7486197636077279
1973,dml,9.246470596019215,-8.71592035153182,-17.962390947551036
1974,dml,-2.3256000843299365,-15.439771850544055,-13.114171766214119
1975,dml,1.9378856685862973,-15.91583897018071,-17.85372463876701
1976,dml,5.544953485233036,-4.728136476339479,-10.273089961572516
1977,dml,-8.16572932722014,-22.95837739157814,-14.792648064358
1978,dml,3.2305435787044967,-2.860031244683098,-6.090574823387595
1979,dml,2.0981819253512444,-2.301913067968972,-4.4000949933202165
