ts_year,model,te_true,te_hat,error
1900-01-01,twfe,15.08856624160038,20.043513876991266,4.9549476353908855
1901-01-01,twfe,15.040553456514571,20.273430581454445,5.232877124939874
1902-01-01,twfe,14.970647447867396,19.604367577437053,4.633720129569657
1903-01-01,twfe,14.541708078011725,18.849208817629144,4.307500739617419
1904-01-01,twfe,15.301964713650628,20.744475865211577,5.442511151560948
1905-01-01,twfe,15.324423742295664,20.561720187103155,5.237296444807491
1906-01-01,twfe,15.699297940148847,20.39299061435517,4.693692674206323
1907-01-01,twfe,14.778999794116139,20.99406952831567,6.215069734199531
1908-01-01,twfe,14.482294379751643,21.20120793646194,6.718913556710298
1909-01-01,twfe,15.271045354385704,19.449136689456218,4.178091335070514
1910-01-01,twfe,14.903035838626694,20.734229012894648,5.831193174267954
1911-01-01,twfe,15.581982169801204,18.770006842673247,3.188024672872043
1912-01-01,twfe,15.470281535438668,19.284012179362858,3.81373064392419
1913-01-01,twfe,15.811648117483116,21.38748554615896,5.575837428675843
1914-01-01,twfe,15.53841318691662,19.484998147084706,3.946584960168087
1915-01-01,twfe,15.722687234800073,19.86209267588117,4.139405441081095
1916-01-01,twfe,16.22549477849375,21.44374632989594,5.21825155140219
1917-01-01,twfe,15.508088188601116,21.334318040928512,5.826229852327396
1918-01-01,twfe,15.835546037924589,20.940496610181814,5.104950572257225
1919-01-01,twfe,16.147376305225578,20.838564977970908,4.69118867274533
1920-01-01,twfe,16.790546238101104,21.157029244013476,4.366483005912372
1921-01-01,twfe,15.94879862771876,20.350478227138677,4.401679599419916
1922-01-01,twfe,16.009219464167458,20.019840623442054,4.010621159274596
1923-01-01,twfe,16.2286720484312,20.938417682966673,4.709745634535473
1924-01-01,twfe,16.70294034727319,20.838708380124515,4.135768032851324
1925-01-01,twfe,16.53325651117625,20.2103302933796,3.6770737822033475
1926-01-01,twfe,17.387216320296854,20.741520636967117,3.3543043166702624
1927-01-01,twfe,17.19246694016071,21.529488395565714,4.337021455405004
1928-01-01,twfe,18.021114376572424,22.264978655988685,4.243864279416261
1929-01-01,twfe,18.272069325827236,22.407497801565693,4.135428475738458
1930-01-01,twfe,17.258431021123407,21.285916771268518,4.027485750145111
1931-01-01,twfe,17.18687491853924,20.884011817499005,3.6971368989597657
1932-01-01,twfe,17.372332551591974,21.500603627163553,4.128271075571579
1933-01-01,twfe,18.052379957980033,20.39680064022529,2.344420682245257
1934-01-01,twfe,18.42285574409525,20.914235474486972,2.4913797303917207
1935-01-01,twfe,18.47853022580181,21.34805117742826,2.869520951626452
1936-01-01,twfe,18.424116332317585,21.137782923879943,2.713666591562358
1937-01-01,twfe,18.646906973166836,21.40546417933091,2.758557206164074
1938-01-01,twfe,18.641238227806216,20.965058425911607,2.323820198105391
1939-01-01,twfe,19.87060214953351,22.534681740602338,2.664079591068827
1940-01-01,twfe,17.75405438100015,19.90443932653324,2.150384945533091
1941-01-01,twfe,19.42617107769829,20.871627221439056,1.445456143740767
1942-01-01,twfe,20.68967469249963,21.803934534855006,1.1142598423553771
1943-01-01,twfe,19.024395189153534,21.550402677559283,2.5260074884057495
1944-01-01,twfe,20.450602847974867,22.862075631229796,2.411472783254929
1945-01-01,twfe,20.309475601961697,22.18238607289774,1.8729104709360413
1946-01-01,twfe,19.967700369458687,22.66842367750271,2.7007233080440223
1947-01-01,twfe,20.443146953097962,22.670792397570043,2.2276454444720812
1948-01-01,twfe,20.82811752667494,20.712621875150724,-0.11549565152421692
1949-01-01,twfe,21.748473003201628,21.023949404123346,-0.7245235990782817
1950-01-01,twfe,21.65695701659506,22.641127104393956,0.9841700877988941
1951-01-01,twfe,23.22317778042497,23.534232386840532,0.3110546064155635
1952-01-01,twfe,22.344125061709224,22.2966537134601,-0.047471348249125356
1953-01-01,twfe,22.2539897432517,20.697859922749842,-1.5561298205018588
1954-01-01,twfe,22.924584482666404,22.322360210659845,-0.6022242720065591
1955-01-01,twfe,22.736213897165097,21.8352609769338,-0.9009529202312976
1956-01-01,twfe,22.421068305417975,21.497553275814894,-0.923515029603081
1957-01-01,twfe,24.36443048861146,21.947687040693214,-2.416743447918247
1958-01-01,twfe,23.273202392446773,22.81313848931489,-0.46006390313188206
1959-01-01,twfe,23.016119727636543,22.693986770538338,-0.322132957098205
1960-01-01,twfe,26.263617009428824,24.96975521342299,-1.2938617960058352
1961-01-01,twfe,24.43143708702092,22.550414726695493,-1.881022360325428
1962-01-01,twfe,24.807865597689414,23.423068826217683,-1.3847967714717306
1963-01-01,twfe,26.172102382643153,25.11567955013948,-1.0564228325036744
1964-01-01,twfe,26.22449963779567,22.076597110362258,-4.147902527433413
1965-01-01,twfe,27.78419617898302,25.169767787255473,-2.6144283917275466
1966-01-01,twfe,26.67962284034859,24.120650132954488,-2.5589727073941013
1967-01-01,twfe,27.431260356235125,26.26544398907185,-1.1658163671632735
1968-01-01,twfe,26.26104621286209,23.124371659780532,-3.1366745530815585
1969-01-01,twfe,27.720955644430944,20.37044357128731,-7.3505120731436335
1970-01-01,twfe,29.057774517325825,25.400141639914867,-3.6576328774109577
1971-01-01,twfe,29.379301208088314,24.577454563885098,-4.801846644203216
1972-01-01,twfe,28.227500687929997,23.65224002038278,-4.575260667547216
1973-01-01,twfe,28.220673390323167,24.00643630295704,-4.214237087366126
1974-01-01,twfe,30.737063770681186,23.608093030752862,-7.128970739928324
1975-01-01,twfe,30.031755239710414,24.346913676842078,-5.6848415628683355
1976-01-01,twfe,30.20841774845242,24.21751896490792,-5.990898783544498
