method,rmse,bias,comp_time
cf,3.4859252770785427,0.7777351805281323,95.00594899389479
dml,4.17286503188654,-2.2382272342779563,3.1371068954467773
gan,11.246884348514678,6.637079662803018,3.628838380177816
knn,18.256629372192332,-16.520129351141698,1.3095962471432157
nn,3.5590387863246877,-0.7815846472416944,103.2053325706058
twfe,6.857438087086358,0.30775463083772636,1.883844667010837
