delta,n,rmse,bias,comp_time
1,25,2.516005065790546,0.3207722241428876,1.3468480110168457
1,250,1.642559396766606,-0.3481768588087874,16.433057069778442
1,2500,0.6661509416819077,-0.1895417711547081,289.4599907398224
2,25,3.334081175334547,-0.548294138940312,1.307943344116211
2,250,2.5499114436884978,-0.3707228891198887,16.624838829040527
2,2500,1.7948232465259475,-0.9191503324089269,266.0792279243469
3,25,11.438154800796292,7.730210095342521,1.327848196029663
3,250,3.557160729163895,0.7187703254831785,13.210855960845947
3,2500,3.874480693958645,0.6057499702172265,249.26293087005612
