delta,n,rmse,bias,comp_time
1,25,4.228138994490156,-0.0737557837064817,0.1380369663238525
1,250,3.342584683455684,-0.2977956814140783,0.6078319549560547
1,2500,3.1546811460978432,-0.1157084749683729,5.221404075622559
2,25,10.890075695265889,-4.9741750020897415,0.0974347591400146
2,250,5.597632359658043,-0.6288164868772174,0.4833180904388428
2,2500,6.029682531499357,-0.6271306584732685,4.89112401008606
3,25,14.506092323979754,10.79114277071741,0.0958421230316162
3,250,6.645501115456642,-0.2454761975477963,0.5543627738952637
3,2500,7.322553933873854,-1.0584928081009162,4.865247249603272
