wbcode2,year,y,unrest,dem,logpop,pop14,pop1564,tradewb,nfagdp,democ,rever,l1,l2,l3,l4
6,1970,879.652587890625,1,0,1699.244134126422,29.2942678745001,63.6859822078632,12.000280380249023,-20,0,0,878.19183349609375,870.41912841796875,867.129638671875,865.4049072265625
6,1971,883.53204345703125,1,0,1700.8717415763151,29.2028479168194,63.6284320870482,10.743110656738281,-17.4,0,0,879.652587890625,878.19183349609375,870.41912841796875,867.129638671875
6,1972,883.4556884765625,0,0,1702.5666474698714,29.1392872922715,63.5541370175867,13.805721282958984,-11.8,0,0,883.53204345703125,879.652587890625,878.19183349609375,870.41912841796875
6,1973,884.50811767578125,1,1,1704.2885681249065,29.1059416529028,63.460364787152,14.450544357299805,-6.4,1,0,883.4556884765625,883.53204345703125,879.652587890625,878.19183349609375
6,1974,888.1962890625,1,1,1705.983987661103,29.1088753711565,63.3410003429585,12.612071990966797,-5,1,0,884.50811767578125,883.4556884765625,883.53204345703125,879.652587890625
6,1975,886.5263671875,1,1,1707.6179745421975,29.1546717637931,63.1893459060746,12.11306095123291,-12.5,1,0,888.1962890625,884.50811767578125,883.4556884765625,883.53204345703125
6,1976,882.91253662109375,1,0,1709.179276814718,29.3240704542516,62.8826822883865,15.154060363769531,-9.4,1,1,886.5263671875,888.1962890625,884.50811767578125,883.4556884765625
6,1977,888.09423828125,0,0,1710.6839761186236,29.5683545927132,62.5181543346414,15.537388801574707,-9.2,1,1,882.91253662109375,886.5263671875,888.1962890625,884.50811767578125
6,1978,881.9932861328125,0,0,1712.1581616252809,29.8527568740844,62.1273161099625,15.934783935546875,-6.3,1,1,888.09423828125,882.91253662109375,886.5263671875,888.1962890625
6,1979,890.240478515625,1,0,1713.6384331392915,30.1181020591645,61.7641477027062,12.226322174072266,-3.2,1,1,881.9932861328125,888.09423828125,882.91253662109375,886.5263671875
6,1980,892.80682373046875,0,0,1715.1489685300367,30.3265803120478,61.462275752957,11.391741752624512,-6.5,1,1,890.240478515625,881.9932861328125,888.09423828125,882.91253662109375
6,1981,885.43023681640625,0,0,1716.6935102792327,30.6240196058166,61.0855986641519,13.404748916625977,-14.3,1,1,892.80682373046875,890.240478515625,881.9932861328125,888.09423828125
6,1982,878.81890869140625,1,0,1718.2599090604067,30.7485217022052,60.8781185645066,16.462421417236328,-38.1,1,1,885.43023681640625,892.80682373046875,890.240478515625,881.9932861328125
6,1983,881.09161376953125,0,1,1719.8365371924301,30.7726135342771,60.7700105575541,15.672513961791992,-28.5,2,1,878.81890869140625,885.43023681640625,892.80682373046875,890.240478515625
6,1984,881.75677490234375,0,1,1721.4068024782207,30.7950758310903,60.6677264161812,13.426044464111328,-27.4,2,1,881.09161376953125,878.81890869140625,885.43023681640625,892.80682373046875
6,1985,872.35821533203125,0,1,1722.9584052209564,30.8555515932015,60.5329776143374,16.492584228515625,-34.6,2,1,881.75677490234375,881.09161376953125,878.81890869140625,885.43023681640625
6,1986,878.44573974609375,0,1,1724.4882029550927,30.7596738554923,60.5156773246293,14.435304641723633,-31.6,2,1,872.35821533203125,881.75677490234375,881.09161376953125,878.81890869140625
6,1987,879.83599853515625,0,1,1725.9974080785305,30.7841805236102,60.4013927772846,14.197260856628418,-33.7,2,1,878.44573974609375,872.35821533203125,881.75677490234375,881.09161376953125
6,1988,875.78765869140625,1,1,1727.48358000678,30.8379027671041,60.2708589560509,17.107378005981445,-24.6,2,1,879.83599853515625,878.44573974609375,872.35821533203125,881.75677490234375
6,1989,866.562255859375,1,1,1728.9448946956927,30.7963823829851,60.2344335291714,19.270254135131836,-33.9,2,1,875.78765869140625,879.83599853515625,878.44573974609375,872.35821533203125
6,1990,862.72955322265625,0,1,1730.379470266335,30.6132129372247,60.3333084833549,16.93892478942871,-13.4,2,1,866.562255859375,875.78765869140625,879.83599853515625,878.44573974609375
6,1991,873.28607177734375,0,1,1731.7877284585786,30.4697245760669,60.3701581494442,12.306365966796875,-9.3,2,1,862.72955322265625,866.562255859375,875.78765869140625,879.83599853515625
6,1992,883.22601318359375,0,1,1733.167661869393,30.1807548081276,60.5496145626929,12.676198959350586,-7.7,2,1,873.28607177734375,862.72955322265625,866.562255859375,875.78765869140625
6,1993,887.65576171875,1,1,1734.5127891064662,29.8068811528698,60.8168963644244,15.042144775390625,-10.6,2,1,883.22601318359375,873.28607177734375,862.72955322265625,866.562255859375
6,1994,892.04638671875,1,1,1735.8152928651775,29.4434181217181,61.0866293224219,16.84370994567871,-15.5,2,1,887.65576171875,883.22601318359375,873.28607177734375,862.72955322265625
6,1995,887.9046630859375,1,1,1737.071055134929,29.1340335017602,61.3188129739666,20.284809112548828,-18.4,2,1,892.04638671875,887.65576171875,883.22601318359375,873.28607177734375
6,1996,892.0523681640625,1,1,1738.2778240533007,28.867596019987,61.4846016549612,20.519546508789062,-19.5,2,1,887.9046630859375,892.04638671875,887.65576171875,883.22601318359375
6,1997,898.64605712890625,1,1,1739.4406744615487,28.6253809758423,61.6405999168666,21.638614654541016,-22.4,2,1,892.0523681640625,887.9046630859375,892.04638671875,887.65576171875
6,1998,901.25567626953125,0,1,1740.571758123744,28.4063376048361,61.7875137776837,23.190860748291016,-26.4,2,1,898.64605712890625,892.0523681640625,887.9046630859375,892.04638671875
6,1999,896.6932373046875,1,1,1741.6870888025037,28.1952678851652,61.9397035378741,22.761585235595703,-29.4,2,1,901.25567626953125,898.64605712890625,892.0523681640625,887.9046630859375
6,2000,894.84033203125,1,1,1742.7980050070082,27.9848266959955,62.1035827799606,22.54189682006836,-30,2,1,896.6932373046875,901.25567626953125,898.64605712890625,892.0523681640625
6,2001,889.3306884765625,1,1,1743.9092136037,27.7340920247863,62.2930846040868,23.21523666381836,-43.1,2,1,894.84033203125,896.6932373046875,901.25567626953125,898.64605712890625
6,2002,876.8480224609375,1,1,1745.0183082438064,27.5281507833198,62.4565792640446,38.65594482421875,-70.3,2,1,889.3306884765625,894.84033203125,896.6932373046875,901.25567626953125
6,2003,884.40704345703125,0,1,1746.1207812589194,27.3418364516872,62.611570636246,39.30100631713867,-56.8,2,1,876.8480224609375,889.3306884765625,894.84033203125,896.6932373046875
6,2004,892.16241455078125,0,1,1747.2093499224513,27.1430536744537,62.7805968987712,40.420677185058594,-48.1,2,1,884.40704345703125,876.8480224609375,889.3306884765625,894.84033203125
6,2005,900.06036376953125,0,1,1748.2795801354441,26.9188908628072,62.9708565923978,43.438232421875,-6.4,2,1,892.16241455078125,884.40704345703125,876.8480224609375,889.3306884765625
6,2006,907.3050537109375,0,1,1749.3297466646266,26.7443283723576,63.0979290296079,43.94818115234375,-3.5,2,1,900.06036376953125,892.16241455078125,884.40704345703125,876.8480224609375
